equivalent variables
"[46, 63, 133, 148]"
"[47, 60, 134, 149]"
"[64, 75, 121, 130]"
"[65, 72, 122, 131]"
"[66, 73, 123, 128]"
"[67, 74, 120, 129]"
"[68, 93, 103, 126]"
"[69, 94, 100, 127]"
"[70, 95, 101, 124]"
"[71, 92, 102, 125]"
"[8272, 8299, 8441, 8466]"
"[8273, 8296, 8442, 8467]"
"[8274, 8297, 8443, 8464]"
"[8275, 8298, 8440, 8465]"
"[8276, 8327, 8413, 8462]"
"[8277, 8324, 8414, 8463]"
"[8278, 8325, 8415, 8460]"
"[8279, 8326, 8412, 8461]"
"[8280, 8355, 8385, 8458]"
"[8281, 8352, 8386, 8459]"
"[8282, 8353, 8387, 8456]"
"[8283, 8354, 8384, 8457]"
"[8284, 8357, 8383, 8454]"
"[8285, 8358, 8380, 8455]"
"[8286, 8359, 8381, 8452]"
"[8287, 8356, 8382, 8453]"
"[96, 97, 98, 99]"
"[8288, 8329, 8411, 8450]"
"[8289, 8330, 8408, 8451]"
"[8290, 8331, 8409, 8448]"
"[8291, 8328, 8410, 8449]"
"[8292, 8301, 8439, 8446]"
"[8293, 8302, 8436, 8447]"
"[8294, 8303, 8437, 8444]"
"[8295, 8300, 8438, 8445]"
"[9404, 9405, 9406, 9407]"
"[8304, 8323, 8417, 8434]"
"[8305, 8320, 8418, 8435]"
"[8306, 8321, 8419, 8432]"
"[8307, 8322, 8416, 8433]"
"[8308, 8351, 8389, 8430]"
"[8309, 8348, 8390, 8431]"
"[8310, 8349, 8391, 8428]"
"[8311, 8350, 8388, 8429]"
"[8312, 8361, 8379, 8426]"
"[8313, 8362, 8376, 8427]"
"[8314, 8363, 8377, 8424]"
"[8315, 8360, 8378, 8425]"
"[8316, 8333, 8407, 8422]"
"[8317, 8334, 8404, 8423]"
"[8318, 8335, 8405, 8420]"
"[8319, 8332, 8406, 8421]"
"[8336, 8347, 8393, 8402]"
"[8337, 8344, 8394, 8403]"
"[8338, 8345, 8395, 8400]"
"[8339, 8346, 8392, 8401]"
"[8340, 8365, 8375, 8398]"
"[8341, 8366, 8372, 8399]"
"[8342, 8367, 8373, 8396]"
"[8343, 8364, 8374, 8397]"
"[8368, 8369, 8370, 8371]"
"[196, 204, 215, 223]"
"[197, 206, 213, 222]"
"[198, 208, 211, 221]"
"[199, 209, 210, 220]"
"[200, 207, 212, 219]"
"[201, 205, 214, 218]"
"[202, 203, 216, 217]"
"[224, 251, 393, 418]"
"[225, 248, 394, 419]"
"[226, 249, 395, 416]"
"[227, 250, 392, 417]"
"[228, 279, 365, 414]"
"[229, 276, 366, 415]"
"[230, 277, 367, 412]"
"[231, 278, 364, 413]"
"[232, 307, 337, 410]"
"[233, 304, 338, 411]"
"[234, 305, 339, 408]"
"[235, 306, 336, 409]"
"[236, 309, 335, 406]"
"[237, 310, 332, 407]"
"[238, 311, 333, 404]"
"[239, 308, 334, 405]"
"[240, 281, 363, 402]"
"[241, 282, 360, 403]"
"[242, 283, 361, 400]"
"[243, 280, 362, 401]"
"[244, 253, 391, 398]"
"[245, 254, 388, 399]"
"[246, 255, 389, 396]"
"[247, 252, 390, 397]"
"[256, 275, 369, 386]"
"[257, 272, 370, 387]"
"[258, 273, 371, 384]"
"[259, 274, 368, 385]"
"[260, 303, 341, 382]"
"[261, 300, 342, 383]"
"[262, 301, 343, 380]"
"[263, 302, 340, 381]"
"[264, 313, 331, 378]"
"[265, 314, 328, 379]"
"[266, 315, 329, 376]"
"[267, 312, 330, 377]"
"[268, 285, 359, 374]"
"[269, 286, 356, 375]"
"[270, 287, 357, 372]"
"[271, 284, 358, 373]"
"[8468, 8495, 8637, 8662]"
"[8469, 8492, 8638, 8663]"
"[8470, 8493, 8639, 8660]"
"[8471, 8494, 8636, 8661]"
"[8472, 8523, 8609, 8658]"
"[8473, 8520, 8610, 8659]"
"[8474, 8521, 8611, 8656]"
"[8475, 8522, 8608, 8657]"
"[8476, 8551, 8581, 8654]"
"[8477, 8548, 8582, 8655]"
"[8478, 8549, 8583, 8652]"
"[8479, 8550, 8580, 8653]"
"[288, 299, 345, 354]"
"[289, 296, 346, 355]"
"[290, 297, 347, 352]"
"[291, 298, 344, 353]"
"[292, 317, 327, 350]"
"[293, 318, 324, 351]"
"[294, 319, 325, 348]"
"[295, 316, 326, 349]"
"[8480, 8553, 8579, 8650]"
"[8481, 8554, 8576, 8651]"
"[8482, 8555, 8577, 8648]"
"[8483, 8552, 8578, 8649]"
"[8484, 8525, 8607, 8646]"
"[8485, 8526, 8604, 8647]"
"[8486, 8527, 8605, 8644]"
"[8487, 8524, 8606, 8645]"
"[8488, 8497, 8635, 8642]"
"[8489, 8498, 8632, 8643]"
"[8490, 8499, 8633, 8640]"
"[8491, 8496, 8634, 8641]"
"[8500, 8519, 8613, 8630]"
"[8501, 8516, 8614, 8631]"
"[8502, 8517, 8615, 8628]"
"[8503, 8518, 8612, 8629]"
"[8504, 8547, 8585, 8626]"
"[8505, 8544, 8586, 8627]"
"[8506, 8545, 8587, 8624]"
"[8507, 8546, 8584, 8625]"
"[8508, 8557, 8575, 8622]"
"[8509, 8558, 8572, 8623]"
"[8510, 8559, 8573, 8620]"
"[8511, 8556, 8574, 8621]"
"[320, 321, 322, 323]"
"[8512, 8529, 8603, 8618]"
"[8513, 8530, 8600, 8619]"
"[8514, 8531, 8601, 8616]"
"[8515, 8528, 8602, 8617]"
"[8532, 8543, 8589, 8598]"
"[8533, 8540, 8590, 8599]"
"[8534, 8541, 8591, 8596]"
"[8535, 8542, 8588, 8597]"
"[8536, 8561, 8571, 8594]"
"[8537, 8562, 8568, 8595]"
"[8538, 8563, 8569, 8592]"
"[8539, 8560, 8570, 8593]"
"[8564, 8565, 8566, 8567]"
"[420, 428, 439, 447]"
"[421, 430, 437, 446]"
"[422, 432, 435, 445]"
"[423, 433, 434, 444]"
"[424, 431, 436, 443]"
"[425, 429, 438, 442]"
"[426, 427, 440, 441]"
"[448, 475, 617, 642]"
"[449, 472, 618, 643]"
"[450, 473, 619, 640]"
"[451, 474, 616, 641]"
"[452, 503, 589, 638]"
"[453, 500, 590, 639]"
"[454, 501, 591, 636]"
"[455, 502, 588, 637]"
"[456, 531, 561, 634]"
"[457, 528, 562, 635]"
"[458, 529, 563, 632]"
"[459, 530, 560, 633]"
"[460, 533, 559, 630]"
"[461, 534, 556, 631]"
"[462, 535, 557, 628]"
"[463, 532, 558, 629]"
"[464, 505, 587, 626]"
"[465, 506, 584, 627]"
"[466, 507, 585, 624]"
"[467, 504, 586, 625]"
"[468, 477, 615, 622]"
"[469, 478, 612, 623]"
"[470, 479, 613, 620]"
"[471, 476, 614, 621]"
"[8664, 8691, 8833, 8858]"
"[8665, 8688, 8834, 8859]"
"[8666, 8689, 8835, 8856]"
"[8667, 8690, 8832, 8857]"
"[8668, 8719, 8805, 8854]"
"[8669, 8716, 8806, 8855]"
"[8670, 8717, 8807, 8852]"
"[8671, 8718, 8804, 8853]"
"[480, 499, 593, 610]"
"[481, 496, 594, 611]"
"[482, 497, 595, 608]"
"[483, 498, 592, 609]"
"[484, 527, 565, 606]"
"[485, 524, 566, 607]"
"[486, 525, 567, 604]"
"[487, 526, 564, 605]"
"[488, 537, 555, 602]"
"[489, 538, 552, 603]"
"[490, 539, 553, 600]"
"[491, 536, 554, 601]"
"[492, 509, 583, 598]"
"[493, 510, 580, 599]"
"[494, 511, 581, 596]"
"[495, 508, 582, 597]"
"[8679, 8748, 8774, 8845]"
"[8680, 8721, 8803, 8842]"
"[8681, 8722, 8800, 8843]"
"[8682, 8723, 8801, 8840]"
"[8683, 8720, 8802, 8841]"
"[8684, 8693, 8831, 8838]"
"[8685, 8694, 8828, 8839]"
"[8686, 8695, 8829, 8836]"
"[8687, 8692, 8830, 8837]"
"[8696, 8715, 8809, 8826]"
"[8697, 8712, 8810, 8827]"
"[8698, 8713, 8811, 8824]"
"[8699, 8714, 8808, 8825]"
"[8700, 8743, 8781, 8822]"
"[8701, 8740, 8782, 8823]"
"[8702, 8741, 8783, 8820]"
"[512, 523, 569, 578]"
"[513, 520, 570, 579]"
"[514, 521, 571, 576]"
"[515, 522, 568, 577]"
"[516, 541, 551, 574]"
"[517, 542, 548, 575]"
"[518, 543, 549, 572]"
"[519, 540, 550, 573]"
"[8703, 8742, 8780, 8821]"
"[8704, 8753, 8771, 8818]"
"[8705, 8754, 8768, 8819]"
"[8706, 8755, 8769, 8816]"
"[8707, 8752, 8770, 8817]"
"[8708, 8725, 8799, 8814]"
"[8709, 8726, 8796, 8815]"
"[8710, 8727, 8797, 8812]"
"[8711, 8724, 8798, 8813]"
"[8728, 8739, 8785, 8794]"
"[8729, 8736, 8786, 8795]"
"[8730, 8737, 8787, 8792]"
"[8731, 8738, 8784, 8793]"
"[8732, 8757, 8767, 8790]"
"[8733, 8758, 8764, 8791]"
"[8734, 8759, 8765, 8788]"
"[8735, 8756, 8766, 8789]"
"[544, 545, 546, 547]"
"[8760, 8761, 8762, 8763]"
"[644, 652, 663, 671]"
"[645, 654, 661, 670]"
"[646, 656, 659, 669]"
"[647, 657, 658, 668]"
"[648, 655, 660, 667]"
"[649, 653, 662, 666]"
"[650, 651, 664, 665]"
"[8860, 8887, 9029, 9054]"
"[8861, 8884, 9030, 9055]"
"[8862, 8885, 9031, 9052]"
"[8863, 8886, 9028, 9053]"
"[672, 680, 691, 699]"
"[673, 682, 689, 698]"
"[674, 684, 687, 697]"
"[675, 685, 686, 696]"
"[676, 683, 688, 695]"
"[677, 681, 690, 694]"
"[678, 679, 692, 693]"
"[8864, 8915, 9001, 9050]"
"[8865, 8912, 9002, 9051]"
"[8866, 8913, 9003, 9048]"
"[8867, 8914, 9000, 9049]"
"[8868, 8943, 8973, 9046]"
"[8869, 8940, 8974, 9047]"
"[8870, 8941, 8975, 9044]"
"[8871, 8942, 8972, 9045]"
"[8872, 8945, 8971, 9042]"
"[8873, 8946, 8968, 9043]"
"[8874, 8947, 8969, 9040]"
"[8875, 8944, 8970, 9041]"
"[8876, 8917, 8999, 9038]"
"[8877, 8918, 8996, 9039]"
"[8878, 8919, 8997, 9036]"
"[8879, 8916, 8998, 9037]"
"[8880, 8889, 9027, 9034]"
"[8881, 8890, 9024, 9035]"
"[8882, 8891, 9025, 9032]"
"[8883, 8888, 9026, 9033]"
"[700, 727, 869, 894]"
"[701, 724, 870, 895]"
"[702, 725, 871, 892]"
"[703, 726, 868, 893]"
"[704, 755, 841, 890]"
"[705, 752, 842, 891]"
"[706, 753, 843, 888]"
"[707, 754, 840, 889]"
"[708, 783, 813, 886]"
"[709, 780, 814, 887]"
"[710, 781, 815, 884]"
"[711, 782, 812, 885]"
"[712, 785, 811, 882]"
"[713, 786, 808, 883]"
"[714, 787, 809, 880]"
"[715, 784, 810, 881]"
"[716, 757, 839, 878]"
"[717, 758, 836, 879]"
"[718, 759, 837, 876]"
"[719, 756, 838, 877]"
"[720, 729, 867, 874]"
"[721, 730, 864, 875]"
"[722, 731, 865, 872]"
"[723, 728, 866, 873]"
"[8907, 8920, 8994, 9009]"
"[732, 751, 845, 862]"
"[733, 748, 846, 863]"
"[734, 749, 847, 860]"
"[735, 750, 844, 861]"
"[736, 779, 817, 858]"
"[737, 776, 818, 859]"
"[738, 777, 819, 856]"
"[739, 778, 816, 857]"
"[740, 789, 807, 854]"
"[741, 790, 804, 855]"
"[742, 791, 805, 852]"
"[743, 788, 806, 853]"
"[744, 761, 835, 850]"
"[745, 762, 832, 851]"
"[746, 763, 833, 848]"
"[747, 760, 834, 849]"
"[8931, 8952, 8962, 8985]"
"[764, 775, 821, 830]"
"[765, 772, 822, 831]"
"[766, 773, 823, 828]"
"[767, 774, 820, 829]"
"[768, 793, 803, 826]"
"[769, 794, 800, 827]"
"[770, 795, 801, 824]"
"[771, 792, 802, 825]"
"[8956, 8957, 8958, 8959]"
"[796, 797, 798, 799]"
"[9056, 9083, 9225, 9250]"
"[9057, 9080, 9226, 9251]"
"[9058, 9081, 9227, 9248]"
"[9059, 9082, 9224, 9249]"
"[9060, 9111, 9197, 9246]"
"[9061, 9108, 9198, 9247]"
"[9062, 9109, 9199, 9244]"
"[9063, 9110, 9196, 9245]"
"[9064, 9139, 9169, 9242]"
"[9065, 9136, 9170, 9243]"
"[9066, 9137, 9171, 9240]"
"[9067, 9138, 9168, 9241]"
"[9068, 9141, 9167, 9238]"
"[9069, 9142, 9164, 9239]"
"[9070, 9143, 9165, 9236]"
"[9071, 9140, 9166, 9237]"
"[9072, 9113, 9195, 9234]"
"[9073, 9114, 9192, 9235]"
"[9074, 9115, 9193, 9232]"
"[9075, 9112, 9194, 9233]"
"[9076, 9085, 9223, 9230]"
"[9077, 9086, 9220, 9231]"
"[9078, 9087, 9221, 9228]"
"[9079, 9084, 9222, 9229]"
"[896, 904, 915, 923]"
"[897, 906, 913, 922]"
"[898, 908, 911, 921]"
"[899, 909, 910, 920]"
"[900, 907, 912, 919]"
"[901, 905, 914, 918]"
"[902, 903, 916, 917]"
"[9088, 9107, 9201, 9218]"
"[9089, 9104, 9202, 9219]"
"[9090, 9105, 9203, 9216]"
"[9091, 9106, 9200, 9217]"
"[9092, 9135, 9173, 9214]"
"[9093, 9132, 9174, 9215]"
"[9094, 9133, 9175, 9212]"
"[9095, 9134, 9172, 9213]"
"[9096, 9145, 9163, 9210]"
"[9097, 9146, 9160, 9211]"
"[9098, 9147, 9161, 9208]"
"[9099, 9144, 9162, 9209]"
"[9100, 9117, 9191, 9206]"
"[9101, 9118, 9188, 9207]"
"[9102, 9119, 9189, 9204]"
"[9103, 9116, 9190, 9205]"
"[924, 951, 1093, 1118]"
"[925, 948, 1094, 1119]"
"[926, 949, 1095, 1116]"
"[927, 950, 1092, 1117]"
"[928, 979, 1065, 1114]"
"[929, 976, 1066, 1115]"
"[930, 977, 1067, 1112]"
"[931, 978, 1064, 1113]"
"[932, 1007, 1037, 1110]"
"[933, 1004, 1038, 1111]"
"[934, 1005, 1039, 1108]"
"[935, 1006, 1036, 1109]"
"[936, 1009, 1035, 1106]"
"[937, 1010, 1032, 1107]"
"[938, 1011, 1033, 1104]"
"[939, 1008, 1034, 1105]"
"[940, 981, 1063, 1102]"
"[941, 982, 1060, 1103]"
"[942, 983, 1061, 1100]"
"[943, 980, 1062, 1101]"
"[944, 953, 1091, 1098]"
"[945, 954, 1088, 1099]"
"[946, 955, 1089, 1096]"
"[947, 952, 1090, 1097]"
"[956, 975, 1069, 1086]"
"[957, 972, 1070, 1087]"
"[958, 973, 1071, 1084]"
"[959, 974, 1068, 1085]"
"[960, 1003, 1041, 1082]"
"[961, 1000, 1042, 1083]"
"[962, 1001, 1043, 1080]"
"[963, 1002, 1040, 1081]"
"[964, 1013, 1031, 1078]"
"[965, 1014, 1028, 1079]"
"[966, 1015, 1029, 1076]"
"[967, 1012, 1030, 1077]"
"[968, 985, 1059, 1074]"
"[969, 986, 1056, 1075]"
"[970, 987, 1057, 1072]"
"[971, 984, 1058, 1073]"
"[988, 999, 1045, 1054]"
"[989, 996, 1046, 1055]"
"[990, 997, 1047, 1052]"
"[991, 998, 1044, 1053]"
"[992, 1017, 1027, 1050]"
"[993, 1018, 1024, 1051]"
"[994, 1019, 1025, 1048]"
"[995, 1016, 1026, 1049]"
"[1020, 1021, 1022, 1023]"
"[9252, 9260, 9271, 9279]"
"[9253, 9262, 9269, 9278]"
"[9254, 9264, 9267, 9277]"
"[9255, 9265, 9266, 9276]"
"[9256, 9263, 9268, 9275]"
"[9257, 9261, 9270, 9274]"
"[9258, 9259, 9272, 9273]"
"[9280, 9288, 9299, 9307]"
"[9281, 9290, 9297, 9306]"
"[9282, 9292, 9295, 9305]"
"[9283, 9293, 9294, 9304]"
"[9284, 9291, 9296, 9303]"
"[9285, 9289, 9298, 9302]"
"[9286, 9287, 9300, 9301]"
"[9600, 9601, 9602, 9603]"
"[9308, 9335, 9477, 9502]"
"[9309, 9332, 9478, 9503]"
"[9310, 9333, 9479, 9500]"
"[9311, 9334, 9476, 9501]"
"[1120, 1128, 1139, 1147]"
"[1121, 1130, 1137, 1146]"
"[1122, 1132, 1135, 1145]"
"[1123, 1133, 1134, 1144]"
"[1124, 1131, 1136, 1143]"
"[1125, 1129, 1138, 1142]"
"[1126, 1127, 1140, 1141]"
"[9312, 9363, 9449, 9498]"
"[9313, 9360, 9450, 9499]"
"[9314, 9361, 9451, 9496]"
"[9315, 9362, 9448, 9497]"
"[9316, 9391, 9421, 9494]"
"[9317, 9388, 9422, 9495]"
"[9318, 9389, 9423, 9492]"
"[9319, 9390, 9420, 9493]"
"[9320, 9393, 9419, 9490]"
"[9321, 9394, 9416, 9491]"
"[9322, 9395, 9417, 9488]"
"[9323, 9392, 9418, 9489]"
"[9324, 9365, 9447, 9486]"
"[9325, 9366, 9444, 9487]"
"[9326, 9367, 9445, 9484]"
"[9327, 9364, 9446, 9485]"
"[9328, 9337, 9475, 9482]"
"[9329, 9338, 9472, 9483]"
"[9330, 9339, 9473, 9480]"
"[9331, 9336, 9474, 9481]"
"[1148, 1156, 1167, 1175]"
"[1149, 1158, 1165, 1174]"
"[1150, 1160, 1163, 1173]"
"[1151, 1161, 1162, 1172]"
"[1152, 1159, 1164, 1171]"
"[1153, 1157, 1166, 1170]"
"[1154, 1155, 1168, 1169]"
"[9340, 9359, 9453, 9470]"
"[9341, 9356, 9454, 9471]"
"[9342, 9357, 9455, 9468]"
"[9343, 9358, 9452, 9469]"
"[9344, 9387, 9425, 9466]"
"[9345, 9384, 9426, 9467]"
"[9346, 9385, 9427, 9464]"
"[9347, 9386, 9424, 9465]"
"[9348, 9397, 9415, 9462]"
"[9349, 9398, 9412, 9463]"
"[9350, 9399, 9413, 9460]"
"[9351, 9396, 9414, 9461]"
"[9352, 9369, 9443, 9458]"
"[9353, 9370, 9440, 9459]"
"[9354, 9371, 9441, 9456]"
"[9355, 9368, 9442, 9457]"
"[1176, 1184, 1195, 1203]"
"[1177, 1186, 1193, 1202]"
"[1178, 1188, 1191, 1201]"
"[1179, 1189, 1190, 1200]"
"[1180, 1187, 1192, 1199]"
"[1181, 1185, 1194, 1198]"
"[1182, 1183, 1196, 1197]"
"[9372, 9383, 9429, 9438]"
"[9373, 9380, 9430, 9439]"
"[9374, 9381, 9431, 9436]"
"[9375, 9382, 9428, 9437]"
"[9376, 9401, 9411, 9434]"
"[9377, 9402, 9408, 9435]"
"[9378, 9403, 9409, 9432]"
"[9379, 9400, 9410, 9433]"
"[1204, 1231, 1373, 1398]"
"[1205, 1228, 1374, 1399]"
"[1206, 1229, 1375, 1396]"
"[1207, 1230, 1372, 1397]"
"[1208, 1259, 1345, 1394]"
"[1209, 1256, 1346, 1395]"
"[1210, 1257, 1347, 1392]"
"[1211, 1258, 1344, 1393]"
"[1212, 1287, 1317, 1390]"
"[1213, 1284, 1318, 1391]"
"[1214, 1285, 1319, 1388]"
"[1215, 1286, 1316, 1389]"
"[1216, 1289, 1315, 1386]"
"[1217, 1290, 1312, 1387]"
"[1218, 1291, 1313, 1384]"
"[1219, 1288, 1314, 1385]"
"[1220, 1261, 1343, 1382]"
"[1221, 1262, 1340, 1383]"
"[1222, 1263, 1341, 1380]"
"[1223, 1260, 1342, 1381]"
"[1224, 1233, 1371, 1378]"
"[1225, 1234, 1368, 1379]"
"[1226, 1235, 1369, 1376]"
"[1227, 1232, 1370, 1377]"
"[1236, 1255, 1349, 1366]"
"[1237, 1252, 1350, 1367]"
"[1238, 1253, 1351, 1364]"
"[1239, 1254, 1348, 1365]"
"[1240, 1283, 1321, 1362]"
"[1241, 1280, 1322, 1363]"
"[1242, 1281, 1323, 1360]"
"[1243, 1282, 1320, 1361]"
"[1244, 1293, 1311, 1358]"
"[1245, 1294, 1308, 1359]"
"[1246, 1295, 1309, 1356]"
"[1247, 1292, 1310, 1357]"
"[1248, 1265, 1339, 1354]"
"[1249, 1266, 1336, 1355]"
"[1250, 1267, 1337, 1352]"
"[1251, 1264, 1338, 1353]"
"[1268, 1279, 1325, 1334]"
"[1269, 1276, 1326, 1335]"
"[1270, 1277, 1327, 1332]"
"[1271, 1278, 1324, 1333]"
"[1272, 1297, 1307, 1330]"
"[1273, 1298, 1304, 1331]"
"[1274, 1299, 1305, 1328]"
"[1275, 1296, 1306, 1329]"
"[1300, 1301, 1302, 1303]"
"[9504, 9531, 9673, 9698]"
"[9505, 9528, 9674, 9699]"
"[9506, 9529, 9675, 9696]"
"[9507, 9530, 9672, 9697]"
"[9508, 9559, 9645, 9694]"
"[9509, 9556, 9646, 9695]"
"[9510, 9557, 9647, 9692]"
"[9511, 9558, 9644, 9693]"
"[9512, 9587, 9617, 9690]"
"[9513, 9584, 9618, 9691]"
"[9514, 9585, 9619, 9688]"
"[9515, 9586, 9616, 9689]"
"[9516, 9589, 9615, 9686]"
"[9517, 9590, 9612, 9687]"
"[9518, 9591, 9613, 9684]"
"[9519, 9588, 9614, 9685]"
"[9520, 9561, 9643, 9682]"
"[9521, 9562, 9640, 9683]"
"[9522, 9563, 9641, 9680]"
"[9523, 9560, 9642, 9681]"
"[9524, 9533, 9671, 9678]"
"[9525, 9534, 9668, 9679]"
"[9526, 9535, 9669, 9676]"
"[9527, 9532, 9670, 9677]"
"[9536, 9555, 9649, 9666]"
"[9537, 9552, 9650, 9667]"
"[9538, 9553, 9651, 9664]"
"[9539, 9554, 9648, 9665]"
"[9540, 9583, 9621, 9662]"
"[9541, 9580, 9622, 9663]"
"[9542, 9581, 9623, 9660]"
"[9543, 9582, 9620, 9661]"
"[9544, 9593, 9611, 9658]"
"[9545, 9594, 9608, 9659]"
"[9546, 9595, 9609, 9656]"
"[9547, 9592, 9610, 9657]"
"[9548, 9565, 9639, 9654]"
"[9549, 9566, 9636, 9655]"
"[9550, 9567, 9637, 9652]"
"[9551, 9564, 9638, 9653]"
"[9568, 9579, 9625, 9634]"
"[9569, 9576, 9626, 9635]"
"[9570, 9577, 9627, 9632]"
"[9571, 9578, 9624, 9633]"
"[9572, 9597, 9607, 9630]"
"[9573, 9598, 9604, 9631]"
"[9574, 9599, 9605, 9628]"
"[9575, 9596, 9606, 9629]"
"[1400, 1427, 1569, 1594]"
"[1401, 1424, 1570, 1595]"
"[1402, 1425, 1571, 1592]"
"[1403, 1426, 1568, 1593]"
"[1404, 1455, 1541, 1590]"
"[1405, 1452, 1542, 1591]"
"[1406, 1453, 1543, 1588]"
"[1407, 1454, 1540, 1589]"
"[1408, 1483, 1513, 1586]"
"[1409, 1480, 1514, 1587]"
"[1410, 1481, 1515, 1584]"
"[1411, 1482, 1512, 1585]"
"[1412, 1485, 1511, 1582]"
"[1413, 1486, 1508, 1583]"
"[1414, 1487, 1509, 1580]"
"[1415, 1484, 1510, 1581]"
"[1416, 1457, 1539, 1578]"
"[1417, 1458, 1536, 1579]"
"[1418, 1459, 1537, 1576]"
"[1419, 1456, 1538, 1577]"
"[1420, 1429, 1567, 1574]"
"[1421, 1430, 1564, 1575]"
"[1422, 1431, 1565, 1572]"
"[1423, 1428, 1566, 1573]"
"[1432, 1451, 1545, 1562]"
"[1433, 1448, 1546, 1563]"
"[1434, 1449, 1547, 1560]"
"[1435, 1450, 1544, 1561]"
"[1436, 1479, 1517, 1558]"
"[1437, 1476, 1518, 1559]"
"[1438, 1477, 1519, 1556]"
"[1439, 1478, 1516, 1557]"
"[1440, 1489, 1507, 1554]"
"[1441, 1490, 1504, 1555]"
"[1442, 1491, 1505, 1552]"
"[1443, 1488, 1506, 1553]"
"[1444, 1461, 1535, 1550]"
"[1445, 1462, 1532, 1551]"
"[1446, 1463, 1533, 1548]"
"[1447, 1460, 1534, 1549]"
"[1464, 1475, 1521, 1530]"
"[1465, 1472, 1522, 1531]"
"[1466, 1473, 1523, 1528]"
"[1467, 1474, 1520, 1529]"
"[1468, 1493, 1503, 1526]"
"[1469, 1494, 1500, 1527]"
"[1470, 1495, 1501, 1524]"
"[1471, 1492, 1502, 1525]"
"[1496, 1497, 1498, 1499]"
"[9700, 9727, 9869, 9894]"
"[9701, 9724, 9870, 9895]"
"[9702, 9725, 9871, 9892]"
"[9703, 9726, 9868, 9893]"
"[9704, 9755, 9841, 9890]"
"[9705, 9752, 9842, 9891]"
"[9706, 9753, 9843, 9888]"
"[9707, 9754, 9840, 9889]"
"[9708, 9783, 9813, 9886]"
"[9709, 9780, 9814, 9887]"
"[9710, 9781, 9815, 9884]"
"[9711, 9782, 9812, 9885]"
"[9712, 9785, 9811, 9882]"
"[9713, 9786, 9808, 9883]"
